,source,name,cluster_id_real
1856,scooter-center.com,hole-circle diameter,12_hole_circle_diameter
1857,customwheelsexpress.com,hub bore,12_hub_bore
1858,northernautoparts.com,inlet diameter (in),12_diameter
1859,northernautoparts.com,intake duration at 050 inch lift,12_intake_duration_050
1861,hammerkauf.de,kaltstartstrom cca,12_cca_rating
1866,hellermanntyton.co.uk,length (l),12_length
1869,scooter-center.com,length conrod,12_conrod_length
1871,autohaulersupply.com,list price,12_price
1872,partstown.com,list price,12_price
1873,oreca-store.com,longueur,12_length
1874,partstown.com,longueur,12_length
1876,hondagarden.com,max tilling width,12_max_tilling_width
1879,electricautomationnetwork.com,mounting plate height,12_mounting_plate_height
1881,lease-termination.com,overall length,12_length
1882,leasetrader.com,overall length,12_length
1884,budsgunshop.com,overall length,12_length
1887,hellermanntyton.co.uk,pack cont,12_quantity
1891,scooter-center.com,pleuellänge,12_conrod_length
1893,ontimesupplies.com,post-consumer recycled content percent,12_recycled_content
1895,kseriesparts.com,size,12_DOUBT
1896,atlashandlinguk.co.uk,size,12_DOUBT
1898,katom.com,size,12_DOUBT
1899,chemicalguys.com,size,12_capacity
1900,goldwingdocs.com,size,12_DOUBT
1901,scooter-center.com,size,12_DOUBT
1902,restockit.com,size,12_DOUBT
1903,budkoo.com,size,12_DOUBT
1905,lsengineers.co.uk,size,12_DOUBT
1907,tmart.com,size,12_DOUBT
1911,propartsusa.com,spring rate (lbs/inch),12_spring_rate
1914,abt.com,temperature settings,12_temperature_settings
1916,exedigitaltuning.co.uk,torque,12_torque
1917,exedigitaltuning.pt,torque,12_torque
1918,buyford.com,torque,12_torque
1919,demontrond.com,torque,12_torque
1921,lease-termination.com,warranty maximum years,12_warranty_maximum
1922,leasetrader.com,warranty maximum years,12_warranty_maximum
1923,leasetransfer.com,warranty maximum years,12_warranty_maximum
1925,kseriesparts.com,wheel diameter,12_wheel_diameter
1926,atlashandlinguk.co.uk,wheel diameter,12_wheel_diameter
1928,scooter-center.com,width air intake,12_width_air_intake
1929,roverparts.com,your cost,12_price
1930,scooter-center.com,anzahl verwendeter variogewichte,13_vario_used
1932,atlashandlinguk.co.uk,capacity,13_capacity
1933,rewonline.com,capacity,13_capacity
1935,budsgunshop.com,capacity,13_capacity
1937,katom.com,depth (in),13_depth
1938,abt.com,drying cycles,13_drying_cycles
1939,propartsusa.com,free length,13_length
1940,crutchfield.com,maximum speaker depth (inches),13_speaker_depth
1941,scooter-center.com,number of variator weights used,13_vario_used
1942,buyford.com,seating capacity,13_seats
1943,demontrond.com,seating capacity,13_seats
1944,lease-termination.com,total number of speakers,13_nb_speakers
1945,leasetrader.com,total number of speakers,13_nb_speakers
1946,leasetransfer.com,total number of speakers,13_nb_speakers
1950,hellermanntyton.co.uk,type,14_type_code
1952,buyford.com,type,14_used
1953,demontrond.com,type,14_used
1954,budsgunshop.com,type,14_type
1955,warnersstellian.com,type,14_type
1959,thermofisher.com,type,14_type
1960,atlashandlinguk.co.uk,type,14_type
1961,katom.com,type,14_type
1962,rewonline.com,type,14_type
1964,usedmotorcycles.net,type,14_type
1966,shopclues.com,type,14_type
1967,blacklabeltactical.com,type,14_type
1968,commercialfuelsolutions.co.uk,type,14_type
1969,batteries4pro.com,type,14_type
1971,scooter-center.com,type,14_type
1972,electricautomationnetwork.com,type,14_type
1974,furniturelandsouth.com,type,14_type
1993,ventaneumaticos.com,charger,15_charger
1996,leasetrader.com,front tire load rating,15_front_tire_load_rating
2000,katom.com,height (in),15_height
2004,wagner-autoteile.de,höhe [mm],15_height
2005,rewonline.com,horsepower,15_horsepower
2006,demontrond.com,horsepower,15_horsepower
2007,buyford.com,horsepower,15_horsepower
2021,partstown.com,mon prix,15_price
2022,regalhonda.com,msrp,15_suggested_price
2023,regalkia.com,msrp,15_suggested_price
2024,allensamuels.com,msrp,15_suggested_price
2025,andersonfordsc.com,msrp,15_suggested_price
2026,ashevilleford.com,msrp,15_suggested_price
2027,huntersvilleford.com,msrp,15_suggested_price
2028,pugmire.com,msrp,15_suggested_price
2032,veteransfordtampa.com,msrp,15_suggested_price
2033,westsidekia.com,msrp,15_suggested_price
2034,greenwayford.com,msrp,15_suggested_price
2036,adachevy.com,msrp,15_suggested_price
2037,sethwadleyford.com,msrp,15_suggested_price
2038,eccowarninglights.com,msrp,15_suggested_price
2039,fairfaxhyundai.com,msrp,15_suggested_price
2040,oemcats.com,msrp,15_suggested_price
2042,blacklabeltactical.com,msrp,15_suggested_price
2046,lease-termination.com,rear track,15_rear_track
2047,leasetrader.com,rear track,15_rear_track
2050,hammerkauf.de,säure-volumen ml,15_acid_ml
2051,northerntool.com,ship weight,15_shipping_weight
2054,silverhorseracing.com,shipping weight,15_shipping_weight
2055,icamsecurity.com,shipping weight,15_shipping_weight
2060,warnersstellian.com,shipping weight,15_shipping_weight
2067,shopblt.com,suggested retail price,15_suggested_price
2071,tweakers.net,totaal,15_price
2072,marinehonda.com,transom height (mm),15_transom_height
2073,powerbookmedic.com,weight,15_weight
2076,customwheelsexpress.com,back spacing,16_back_spacing
2079,warnersstellian.com,depth,16_depth
2082,electricautomationnetwork.com,depth,16_depth
2084,productioncase.com,exterior height,16_height
2086,atlashandlinguk.co.uk,hole diameter,16_hole_circle_diameter
2088,primo-ideo.com,largeur appareil (mm),16_width
2089,leasetrader.com,maximum ground clearance,16_ground_clearance
2090,northernautoparts.com,pinion gear teeth,16_pinion_gear_teeth
2091,leasetrader.com,rear wheel width,16_rear_wheel_width
2093,buyford.com,seats,16_seats
2094,demontrond.com,seats,16_seats
2096,gabionenshop.com,tiefe,16_depth
2106,lease-termination.com,1st row leg room,17_leg_room_1
2107,leasetrader.com,1st row leg room,17_leg_room_1
2117,northernautoparts.com,advertised exhaust duration,17_exhaus_duration
2120,suspensionconnection.com,amount of lift required,17_lift_required
2123,budsgunshop.com,barrel length,17_barrel_length
2124,jensonusa.com,bearing o.d,17_bearing_od
2125,oemcats.com,best price,17_price
2126,crutchfield.com,box volume (cubic feet),17_volume
2131,buyford.com,cargo volume,17_cargo_volume
2132,demontrond.com,cargo volume,17_cargo_volume
2134,kseriesparts.com,center bore,17_hole_centre_diameter
2137,scooter-center.com,compression hight,17_compression_height
2140,abt.com,depth (inches),17_depth
2141,crutchfield.com,depth (inches),17_depth
2142,scooter-center.com,diameter bearing seat ignition side,17_diameter_bearing_seat
2146,lease-termination.com,epa highway mpg,17_highway_mpg
2147,leasetrader.com,epa highway mpg,17_highway_mpg
2148,leasetransfer.com,epa highway mpg,17_highway_mpg
2149,productioncase.com,exterior length,17_length
2150,rewonline.com,face width,17_face_width
2151,buyford.com,front head room,17_front_head_room
2152,demontrond.com,front head room,17_front_head_room
2153,buyford.com,front leg room,17_front_leg_room
2154,demontrond.com,front leg room,17_front_leg_room
2157,oehq.com,gm group num,17_gm_group_num
2160,atlashandlinguk.co.uk,hole centre,17_hole_size
2161,scooter-center.com,hub,17_center
2168,scooter-center.com,inner diameter,17_diameter
2169,greenwayford.com,internet price,17_price
2170,veteransfordtampa.com,internet price,17_price
2171,hammerkauf.de,kettengliedstärke in mm,17_width_chain
2174,hammerkauf.de,ladestrom a,17_capacity_battery
2178,partstown.com,mi precio,17_price
2179,partstown.com,my price,17_price
2180,scooter-center.com,number of steel discs,17_steel_disks_nb
2182,scooter-center.com,offset,17_offset
2184,atlashandlinguk.co.uk,offset,17_offset
2185,customwheelsexpress.com,offset,17_offset
2189,northernautoparts.com,pinion spline count,17_pinion_spline_count
2191,adachevy.com,price,17_price
2192,allensamuels.com,price,17_price
2193,allensamuelsdirect.com,price,17_price
2194,altrider.com,price,17_price
2195,autoflex.com,price,17_price
2196,baldwinautomotive.com,price,17_price
2198,fairfaxhyundai.com,price,17_price
2199,goldwingdocs.com,price,17_price
2200,greenwayford.com,price,17_price
2201,huntersvilleford.com,price,17_price
2202,justaskforjeff.com,price,17_price
2206,pugmire.com,price,17_price
2207,pugmirefordcarrollton.com,price,17_price
2208,pugmirefordcartersville.com,price,17_price
2210,rustyeckford.com,price,17_price
2211,sethwadleyford.com,price,17_price
2212,veteransfordtampa.com,price,17_price
2213,andersonfordsc.com,price,17_price
2214,ashevilleford.com,price,17_price
2215,regalhonda.com,price,17_price
2216,regalkia.com,price,17_price
2218,firstchoiceautosohio.com,price,17_price
2219,southcentraltrucksales.com,price,17_price
2220,lovittmotorcompany.com,price,17_price
2221,canadaautosales.net,price,17_price
2222,saveatmorgans.com,price,17_price
2223,modeltford.com,price,17_price
2224,4starelectronics.com,price,17_price
2229,customwheelsexpress.com,price,17_price
2230,partacus.de,price,17_price
2231,specsandlens.com,price,17_price
2233,shopblt.com,price,17_price
2234,oemcats.com,price,17_price
2236,partstown.com,prix listé,17_price
2237,partstown.com,qté disponible,17_quantity
2238,carsparkplugs.com,reach,17_reach
2240,k-tec-germany.com,scheibendicke,17_width
2242,scooter-center.com,stroke,17_stroke
2243,sloughrc.com,stroke,17_stroke
2247,primo-ideo.com,tension (v),17_tension
2248,roverparts.com,total value,17_total_value
2249,lease-termination.com,turning diameter,17_turning_diameter
2250,leasetrader.com,turning diameter,17_turning_diameter
2252,ikaros.net,vikt,17_width
2253,abt.com,wash cycles,17_wash_cycles
2254,heritageparts.com,weight (lbs),17_weight
2259,kseriesparts.com,wheel offset,17_offset
2260,warnersstellian.com,width class,17_width_classs
2261,absatzplus.com,zuzüglich 19% mwst,17_tva
2262,adachevy.com,body,19_body_type
2263,allensamuels.com,body,19_body_type
2264,allensamuelsdirect.com,body,19_body_type
2265,andersonfordsc.com,body,19_body_type
2266,ashevilleford.com,body,19_body_type
2268,huntersvilleford.com,body,19_body_type
2269,justaskforjeff.com,body,19_body_type
2275,sethwadleyford.com,body,19_body_type
2276,veteransfordtampa.com,body,19_body_type
2277,carcraft.co.uk,body,19_body_type
2279,buyford.com,bodystyle,19_body_type
2280,demontrond.com,bodystyle,19_body_type
2296,lease-termination.com,rear tire speed rating,19_rear_tire_speed_rating
2297,leasetrader.com,rear tire speed rating,19_rear_tire_speed_rating
2302,ventaneumaticos.com,speed,19_speed_index
2303,exedigitaltuning.co.uk,speed,19_speed_ratio
2304,scooter-center.com,speed-index,19_speed_index
2306,saveatmorgans.com,style,19_car_style
2307,southcentraltrucksales.com,style,19_car_style
2309,firstchoiceautosohio.com,style,19_car_style
2311,canadaautosales.net,style,19_car_style
2312,lovittmotorcompany.com,style,19_car_style
2313,katom.com,style,19_dry_wet
2315,atlashandlinguk.co.uk,style,19_seat_style
2316,furniturelandsouth.com,style,19_cottage_style
2318,radiatorvalves4u.co.uk,style,19_radiator_style
2324,exedigitaltuning.it,velocità,19_speed_ratio
2327,exedigitaltuning.fr,vitesse,19_speed_ratio
2328,ventaneumaticos.com,vitesse,19_speed_index
2332,abt.com,internal water heater,20_internal_water_heater
2334,northernautoparts.com,reducers included,20_reducers_included
2335,scooter-center.com,reinforced,20_reinforced
2337,heritageparts.com,returnable,20_returnable
2338,fashioneyewear.co.uk,suitable for varifocal,20_suitable_for_varifocal
2339,fashioneyewear.com,suitable for varifocal,20_suitable_for_varifocal
2340,customwheelsexpress.com,tpms compatible,20_tpms_compatible
2345,cookersandovens.co.uk,wok cradle,20_wok_cradle
2347,usedalberni.com,ad id,21_ad_id
2348,usedcalgary.com,ad id,21_ad_id
2349,usedcomoxvalley.com,ad id,21_ad_id
2350,usedcourtenaycomox.com,ad id,21_ad_id
2351,usedcowichan.com,ad id,21_ad_id
2353,usededmonton.com,ad id,21_ad_id
2354,usedfortmcmurray.com,ad id,21_ad_id
2356,usedkingston.com,ad id,21_ad_id
2358,usedmarkham.com,ad id,21_ad_id
2359,usedmj.com,ad id,21_ad_id
2361,usednanaimo.com,ad id,21_ad_id
2363,usedokanagan.com,ad id,21_ad_id
2364,usedottawa.com,ad id,21_ad_id
2365,usedpei.com,ad id,21_ad_id
2366,usedpenticton.com,ad id,21_ad_id
2368,usedpqb.com,ad id,21_ad_id
2370,usedprincerupert.com,ad id,21_ad_id
2371,usedreddeer.com,ad id,21_ad_id
2375,usedstoon.com,ad id,21_ad_id
2376,usedtoronto.com,ad id,21_ad_id
2377,usedvancouver.com,ad id,21_ad_id
2378,usedvictoria.com,ad id,21_ad_id
2379,usedwilliamslake.com,ad id,21_ad_id
2380,usedwinnipeg.com,ad id,21_ad_id
2384,cmc-versand.de,artikelnummer,21_article_code
2388,lease-termination.com,gross vehicle weight,21_gvw
2389,leasetrader.com,gross vehicle weight,21_gvw
2391,buyford.com,gvwr (gross vehicle weight rating),21_gvw
2392,demontrond.com,gvwr (gross vehicle weight rating),21_gvw
2393,partstown.com,mfr part #,21_mpn
2394,carkart.com,oem part number,21_mpn
2395,oemcats.com,oem part number,21_mpn
2396,4starelectronics.com,part id#,21_part_id
2399,furniturelandsouth.com,product id,21_product_id
2400,batteries4pro.com,référence,21_serial_number
2402,gamrentals.com,serial number,21_serial_number
2403,tweakers.net,tweakers id,21_tweakers_id
2404,ontimesupplies.com,unspsc number,21_unspsc_number
2405,usedcomoxvalley.com,website,22_website
2406,usedcourtenaycomox.com,website,22_website
2407,usedokanagan.com,website,22_website
2408,usedpenticton.com,website,22_website
2409,usedwilliamslake.com,website,22_website
2412,usedprincerupert.com,website,22_website
2416,usedtoronto.com,website,22_website
2417,usedfortmcmurray.com,website,22_website
2419,usedalberni.com,website,22_website
2421,usededmonton.com,website,22_website
2422,usednanaimo.com,website,22_website
2423,usedcalgary.com,website,22_website
2425,usedvancouver.com,website,22_website
2427,usedkingston.com,website,22_website
2428,usedcowichan.com,website,22_website
2430,usedmj.com,website,22_website
2431,usedwinnipeg.com,website,22_website
2432,usedstoon.com,website,22_website
2433,usedottawa.com,website,22_website
2435,usedalberni.com,status,23_status
2436,usedcalgary.com,status,23_status
2437,usedcomoxvalley.com,status,23_status
2438,usedcourtenaycomox.com,status,23_status
2439,usedcowichan.com,status,23_status
2441,usededmonton.com,status,23_status
2442,usedfortmcmurray.com,status,23_status
2444,usedkingston.com,status,23_status
2446,usedmarkham.com,status,23_status
2447,usedmj.com,status,23_status
2449,usedmotorcycles.net,status,23_status
2450,usednanaimo.com,status,23_status
2452,usedokanagan.com,status,23_status
2453,usedottawa.com,status,23_status
2454,usedpei.com,status,23_status
2455,usedpenticton.com,status,23_status
2457,usedpqb.com,status,23_status
2459,usedprincerupert.com,status,23_status
2460,usedreddeer.com,status,23_status
2464,usedstoon.com,status,23_status
2465,usedtoronto.com,status,23_status
2466,usedvancouver.com,status,23_status
2467,usedvictoria.com,status,23_status
2468,usedwilliamslake.com,status,23_status
2469,usedwinnipeg.com,status,23_status
2473,usedprincerupert.com,posted,24_date_posted
2476,usedpqb.com,posted,24_date_posted
2477,usedcalgary.com,posted,24_date_posted
2478,usedkingston.com,posted,24_date_posted
2479,usedvancouver.com,posted,24_date_posted
2480,usedottawa.com,posted,24_date_posted
2481,usedwinnipeg.com,posted,24_date_posted
2482,usednanaimo.com,posted,24_date_posted
2483,usedalberni.com,posted,24_date_posted
2484,usededmonton.com,posted,24_date_posted
2485,usedcowichan.com,posted,24_date_posted
2486,usedstoon.com,posted,24_date_posted
2487,usedmj.com,posted,24_date_posted
2488,usedfortmcmurray.com,posted,24_date_posted
2489,usedpenticton.com,posted,24_date_posted
2490,usedokanagan.com,posted,24_date_posted
2491,usedreddeer.com,posted,24_date_posted
2492,usedvictoria.com,posted,24_date_posted
2496,usedwilliamslake.com,posted,24_date_posted
2498,usedpei.com,posted,24_date_posted
2500,usedcourtenaycomox.com,posted,24_date_posted
2501,usedmarkham.com,posted,24_date_posted
2503,usedtoronto.com,posted,24_date_posted
2504,usedcomoxvalley.com,posted,24_date_posted
2510,usednanaimo.com,expiry,25_exp_date
2511,usedcowichan.com,expiry,25_exp_date
2512,usedvancouver.com,expiry,25_exp_date
2513,usedottawa.com,expiry,25_exp_date
2514,usedcalgary.com,expiry,25_exp_date
2515,usedwinnipeg.com,expiry,25_exp_date
2516,usedpei.com,expiry,25_exp_date
2517,usedalberni.com,expiry,25_exp_date
2518,usedpenticton.com,expiry,25_exp_date
2519,usedtoronto.com,expiry,25_exp_date
2520,usedokanagan.com,expiry,25_exp_date
2521,usededmonton.com,expiry,25_exp_date
2522,usedfortmcmurray.com,expiry,25_exp_date
2523,usedstoon.com,expiry,25_exp_date
2524,usedkingston.com,expiry,25_exp_date
2525,usedreddeer.com,expiry,25_exp_date
2526,usedvictoria.com,expiry,25_exp_date
2527,usedmj.com,expiry,25_exp_date
2529,usedwilliamslake.com,expiry,25_exp_date
2530,usedmarkham.com,expiry,25_exp_date
2531,usedcourtenaycomox.com,expiry,25_exp_date
2536,usedpqb.com,expiry,25_exp_date
2537,usedprincerupert.com,expiry,25_exp_date
2538,usedcomoxvalley.com,expiry,25_exp_date
2541,usedcalgary.com,details,26_details
2542,usedcomoxvalley.com,details,26_details
2543,usedcourtenaycomox.com,details,26_details
2545,usededmonton.com,details,26_details
2546,usedfortmcmurray.com,details,26_details
2548,usedkingston.com,details,26_details
2550,usedmarkham.com,details,26_details
2551,usedmj.com,details,26_details
2554,usedokanagan.com,details,26_details
2555,usedpenticton.com,details,26_details
2558,usedprincerupert.com,details,26_details
2563,usedstoon.com,details,26_details
2564,usedtoronto.com,details,26_details
2565,usedvancouver.com,details,26_details
2566,usedwilliamslake.com,details,26_details
2567,usedcowichan.com,details,26_details
2569,usedwinnipeg.com,details,26_details
2570,usedalberni.com,details,26_details
2571,usednanaimo.com,details,26_details
2572,usedottawa.com,details,26_details
2573,usedpei.com,details,26_details
2574,usedvictoria.com,details,26_details
2575,usedcourtenaycomox.com,category,27_car_category
2576,usedmarkham.com,category,27_car_category
2577,usedokanagan.com,category,27_car_category
2578,usedpenticton.com,category,27_car_category
2580,originalair.com,category,27_car_category
2581,usedreddeer.com,category,27_car_category
2584,usededmonton.com,category,27_car_category
2587,usedmj.com,category,27_car_category
2589,usedprincerupert.com,category,27_car_category
2590,usedstoon.com,category,27_car_category
2591,usedwilliamslake.com,category,27_car_category
2592,usedcomoxvalley.com,category,27_car_category
2593,usedtoronto.com,category,27_car_category
2595,sspparts.com,category,27_car_category
2596,ahparts.com,category,27_car_category
2597,usedwinnipeg.com,category,27_car_category
2598,usedottawa.com,category,27_car_category
2599,usedvictoria.com,category,27_car_category
2600,usedalberni.com,category,27_car_category
2601,usedcowichan.com,category,27_car_category
2602,usednanaimo.com,category,27_car_category
2603,usedvancouver.com,category,27_car_category
2604,usedcalgary.com,category,27_car_category
2606,usedfortmcmurray.com,category,27_car_category
2607,usedkingston.com,category,27_car_category
2609,usedpqb.com,category,27_car_category
2611,usedpei.com,category,27_car_category
2613,furniturelandsouth.com,category,27_category
2615,goldwingdocs.com,category,27_category
2616,katom.com,category,27_category
2617,hellermanntyton.co.uk,product group,27_description
2620,budkoo.com,product group,27_product_group
2624,usedpenticton.com,renewed,28_renew_date
2626,usedmarkham.com,renewed,28_renew_date
2627,usedcomoxvalley.com,renewed,28_renew_date
2628,usedtoronto.com,renewed,28_renew_date
2629,usednanaimo.com,renewed,28_renew_date
2630,usedvancouver.com,renewed,28_renew_date
2631,usededmonton.com,renewed,28_renew_date
2632,usedcalgary.com,renewed,28_renew_date
2633,usedalberni.com,renewed,28_renew_date
2634,usedottawa.com,renewed,28_renew_date
2635,usedstoon.com,renewed,28_renew_date
2636,usedwinnipeg.com,renewed,28_renew_date
2637,usedmj.com,renewed,28_renew_date
2638,usedpei.com,renewed,28_renew_date
2639,usedcowichan.com,renewed,28_renew_date
2640,usedfortmcmurray.com,renewed,28_renew_date
2641,usedkingston.com,renewed,28_renew_date
2642,usedvictoria.com,renewed,28_renew_date
2646,usedcourtenaycomox.com,renewed,28_renew_date
2647,usedokanagan.com,renewed,28_renew_date
2649,shopclues.com,car make,29_brand
2653,scooter-center.com,hersteller,29_brand
2654,k-tec-germany.com,hersteller,29_brand
2657,canadaautosales.net,make,29_brand
2658,saveatmorgans.com,make,29_brand
2659,southcentraltrucksales.com,make,29_brand
2660,tmart.com,make,29_brand
2661,firstchoiceautosohio.com,make,29_brand
2662,usedmotorcycles.net,make,29_brand
2664,lovittmotorcompany.com,make,29_brand
2665,baldwinautomotive.com,make,29_brand
2668,budkoo.com,manufacturer,29_brand
2669,katom.com,manufacturer,29_brand
2672,originalair.com,manufacturer,29_brand
2675,lsengineers.co.uk,manufacturer,29_brand
2676,4starelectronics.com,manufacturer,29_brand
2678,scooter-center.com,manufacturer,29_brand
2679,shopblt.com,manufacturer,29_brand
2681,furniturelandsouth.com,manufacturer,29_brand
2683,tracepartsonline.net,manufacturer,29_brand
2684,aeri.com,manufacturer,29_brand
2686,rewonline.com,manufacturer,29_brand
2687,partacus.de,manufacturer,29_brand
2688,oemcats.com,manufacturer,29_brand
2689,carsparkplugs.com,manufacturer,29_brand
2691,pneustore.com.br,marca,29_brand
2692,maliktradingcompany.com,marca,29_brand
2696,schutzprofi.com,marke,29_brand
2697,cmc-versand.de,marke,29_brand
2699,oreca-store.com,marque,29_brand
2706,schutzprofi.com,farbe,30_brand
2715,tweakers.net,merk,31_brand
2717,hardware.info,merk,31_brand
2720,budkoo.com,ean,33_ean
2747,tweakers.net,ean,33_ean
2748,cmc-versand.de,ean,33_ean
2750,toolteam24.com,gtin code (ean),33_ean
2751,play-asia.com,item code,33_ean
2754,tracepartsonline.net,ean code,34_ean
2755,electricautomationnetwork.com,ean code,34_ean
2757,refusevehiclesolutions.co.uk,year,35_year
2758,saveatmorgans.com,year,35_year
2759,usedmotorcycles.net,year,35_year
2760,baldwinautomotive.com,year,35_year
2762,firstchoiceautosohio.com,year,35_year
2763,southcentraltrucksales.com,year,35_year
2764,tmart.com,year,35_year
2765,canadaautosales.net,year,35_year
2766,lovittmotorcompany.com,year,35_year
2767,modeltford.com,year,35_year
2768,ventaneumaticos.com,season,36_season
2772,tmart.com,package size,37_package_size
2773,oehq.com,package size,37_package_size
2778,sethwadleyford.com,model code,38_model_code
2779,veteransfordtampa.com,model code,38_model_code
2780,adachevy.com,model code,38_model_code
2781,allensamuelsdirect.com,model code,38_model_code
2784,justaskforjeff.com,model code,38_model_code
2786,rewonline.com,model number,38_model_code
2787,specsandlens.com,model number,38_model_code
2788,tmart.com,model number,38_model_number
2789,demontrond.com,towing,38_towing
2790,buyford.com,towing,38_towing
2792,leasetrader.com,towing capacity,38_towing
2794,exedigitaltuning.de,macht,39_car_energy
2795,exedigitaltuning.pt,potência,39_car_energy
2796,exedigitaltuning.it,potenza,39_car_energy
2798,exedigitaltuning.co.uk,power,39_car_energy
2800,carcraft.co.uk,power,39_car_energy
2803,scooter-center.com,power,39_car_energy
2805,exedigitaltuning.fr,puissance,39_car_energy
2807,wholesalepowertools.com,noise level,40_noise_level
2811,fashioneyewear.co.uk,brand,42_brand
2812,fashioneyewear.com,brand,42_brand
2814,northernautoparts.com,brand,42_brand
2815,hondagarden.com,brand,42_brand
2816,kseriesparts.com,brand,42_brand
2817,northerntool.com,brand,42_brand
2819,ontimesupplies.com,brand,42_brand
2820,icamsecurity.com,brand,42_brand
2821,specsandlens.com,brand,42_brand
2823,budkoo.com,brand,42_brand
2832,eccowarninglights.com,brand,42_brand
2835,carkart.com,brand,42_brand
2836,radiatorvalves4u.co.uk,brand,42_brand
2837,shopclues.com,brand,42_brand
2839,restockit.com,brand,42_brand
2848,leasetrader.com,3rd row head room,43_head_room_3
2851,abt.com,height (inches),43_height
2852,heritageparts.com,height (inches),43_height
2853,crutchfield.com,height (inches),43_height
2856,scooter-center.com,thickness,43_thickness
2860,rewonline.com,thickness,43_thickness
2861,suspensionconnection.com,axle,44_axis_fr
2862,suspensionconnection.com,axle (front or rear),44_axis_fr
2869,kseriesparts.com,location,44_axis_fr
2871,lsengineers.co.uk,oem no,45_oem_no
2872,ontimesupplies.com,retail upc,45_upc
2873,blacklabeltactical.com,upc,45_upc
2874,budkoo.com,upc,45_upc
2876,shopblt.com,upc,45_upc
2879,addoway.com,upc,45_upc
2881,chemicalguys.com,upc,45_upc
2887,tweakers.net,product,46_product_name
2888,tweakers.net,uitvoering,47_product_name
2890,northernautoparts.com,quantity,48_quantity
2895,autohaulersupply.com,quantity,48_quantity
2896,boxline.co.uk,quantity,48_quantity
2900,leasetrader.com,condition,49_condition
2901,ahparts.com,condition,49_condition
2904,sspparts.com,condition,49_condition
2905,usedmotorcycles.net,condition,49_condition
2906,goldwingdocs.com,condition,49_condition
2908,refusevehiclesolutions.co.uk,condition,49_condition
2909,modeltford.com,condition,49_condition
2910,carcraft.co.uk,drivetrain,50_drivetrain_description
2912,leasetrader.com,drivetrain,50_drivetrain_description
2914,westsidekia.com,drivetrain,50_drivetrain_type
2915,ahparts.com,model option (package),50_model_option
2916,baldwinautomotive.com,trim,50_trim
2918,lovittmotorcompany.com,trim,50_trim
2919,canadaautosales.net,trim,50_trim
2921,cookersandovens.co.uk,trim,50_trim
2923,leasetrader.com,doors,51_nb_doors
2925,adachevy.com,doors,51_nb_doors
2926,ahparts.com,doors,51_nb_doors
2927,allensamuels.com,doors,51_nb_doors
2928,allensamuelsdirect.com,doors,51_nb_doors
2929,andersonfordsc.com,doors,51_nb_doors
2930,ashevilleford.com,doors,51_nb_doors
2932,baldwinautomotive.com,doors,51_nb_doors
2934,buyford.com,doors,51_nb_doors
2936,demontrond.com,doors,51_nb_doors
2937,firstchoiceautosohio.com,doors,51_nb_doors
2938,huntersvilleford.com,doors,51_nb_doors
2939,justaskforjeff.com,doors,51_nb_doors
2946,saveatmorgans.com,doors,51_nb_doors
2947,sethwadleyford.com,doors,51_nb_doors
2948,southcentraltrucksales.com,doors,51_nb_doors
2949,veteransfordtampa.com,doors,51_nb_doors
2950,rewonline.com,purpose,51_scope
2951,shopclues.com,purpose,51_fit_type
2968,abt.com,voltage,55_volt
2972,warnersstellian.com,power output,57_power
2973,northernautoparts.com,case length (in),58_length
2976,rewonline.com,length,58_length
2979,rvupgradestore.com,length,58_length
2980,restockit.com,length,58_length
2982,partstown.com,length,58_length
2983,sloughrc.com,length,58_length
2984,gamrentals.com,length,58_length
2986,katom.com,length (in),58_length
2987,electricautomationnetwork.com,montageplattenhöhe,58_height_plack
2988,leasetrader.com,months of free satellite communications service,58_months_free_satellite
2990,rewonline.com,width (side - side),58_width
2991,scooter-center.com,displacement,59_displacement
2994,wholesalepowertools.com,displacement,59_displacement
2995,sloughrc.com,displacement,59_displacement
2996,shopblt.com,dimensions,60_dimensions
2999,tmart.com,dimensions,60_dimensions
3001,furniturelandsouth.com,dimensions,60_dimensions
3008,lease-termination.com,2nd row shoulder room,61_shoulder_room_2
3009,leasetrader.com,2nd row shoulder room,61_shoulder_room_2
3013,kseriesparts.com,bore,61_bore
3014,scooter-center.com,bore,61_bore
3017,scooter-center.com,diameter crankshaft webs,61_diamere_crankshaft
3019,buyford.com,rear shoulder room,61_back_shoulder_room
3020,demontrond.com,rear shoulder room,61_back_shoulder_room
3021,scooter-center.com,width battery,61_width
3023,hondagarden.com,warranty,62_warranty
3024,radiatorvalves4u.co.uk,warranty,62_warranty
3027,eccowarninglights.com,warranty,62_warranty
3028,harrisweldingsupplies.com,warranty,62_warranty
3033,ahparts.com,warranty,62_warranty
3034,suspensionconnection.com,warranty,62_warranty
3035,aeri.com,warranty,62_warranty
3040,hondagarden.com,starting system,63_starting_system
3041,marinehonda.com,starting system,63_starting_system
3042,wholesalepowertools.com,starting system,63_starting_system
3044,baldwinautomotive.com,cylinders,64_cylinders
3047,canadaautosales.net,cylinders,64_cylinders
3048,firstchoiceautosohio.com,cylinders,64_cylinders
3049,lovittmotorcompany.com,cylinders,64_cylinders
3050,saveatmorgans.com,cylinders,64_cylinders
3051,southcentraltrucksales.com,cylinders,64_cylinders
3054,bhphotovideo.com,aspect ratio,65_aspect_ratio
